problem,framework,model,activation,depth,width,m_train,seed,final_train_loss,relative_test_error,training_time_sec
diffusion_affine_d4,jax,mlp_4x40_elu,elu,4,40,10,0,9.930400847224519e-05,1.1847143173217773,0.3739060000079917
diffusion_affine_d4,jax,mlp_4x40_elu,elu,4,40,20,0,0.00014872734027449042,0.36612096428871155,0.36106569999537896
diffusion_affine_d4,jax,mlp_4x40_elu,elu,4,40,50,0,0.00034675939241424203,0.1264074444770813,0.44290490000275895
diffusion_affine_d4,jax,mlp_4x40_elu,elu,4,40,100,0,0.00037687536678276956,0.09027683734893799,0.5958917000098154
diffusion_affine_d4,jax,mlp_4x40_elu,elu,4,40,200,0,0.00036322782398201525,0.07308193296194077,0.9244374999980209
diffusion_affine_d4,jax,mlp_4x40_elu,elu,4,40,500,0,0.0003565260849427432,0.06417853385210037,2.383101200000965
