case,target,n_matched_runs,gmean_error_ratio_pt_over_jax,gmean_time_ratio_pt_over_jax
nsb_affine_d4,p,1008,0.9950618720861142,1.1295979184015976
nsb_affine_d4,u,1008,0.9991115629901753,0.9323770340236665
nsb_affine_d8,p,1008,1.005524741740566,1.0596330076857918
nsb_affine_d8,u,1008,1.0057973893214573,1.0351865213192675
nsb_log_d4,p,1008,1.000174191613108,1.1079969857285794
nsb_log_d4,u,1008,0.993411780919164,1.0460197305089356
nsb_log_d8,p,1008,0.9886896255533356,1.080371371258495
nsb_log_d8,u,1008,0.9858324924949239,0.9784099953595243
