problem,target,framework,model,activation,num_runs,num_train_sizes,num_seeds,min_m,max_m,best_relative_error,mean_relative_error,std_relative_error,mean_final_train_loss,mean_training_time_sec,total_training_time_sec
boussinesq_affine_d4,p,pytorch,mlp_4x40_elu,elu,18,6,3,10,500,0.0949457883834838,0.15907836912406811,0.09901939774889237,827.4434526231554,0.22262299999905125,4.007213999982922
boussinesq_affine_d4,phi,pytorch,mlp_4x40_elu,elu,18,6,3,10,500,0.0677965208888053,0.14738262030813426,0.10100832169627197,8.422735664579603,0.2228468666499894,4.011243599699809
boussinesq_affine_d4,u,pytorch,mlp_4x40_elu,elu,18,6,3,10,500,0.0985793620347976,0.19640810001227588,0.13287924738352222,0.007488433232841344,0.2348504277825769,4.227307700086384
diffusion_affine_d4,u,pytorch,mlp_4x40_elu,elu,18,6,3,10,500,0.2443422824144363,0.49038658291101456,0.32006154399636866,0.004758041921175144,0.24026999445373395,4.324859900167211
nsb_affine_d4,p,pytorch,mlp_4x40_elu,elu,18,6,3,10,500,0.0416102036833763,0.10796645180218747,0.09547408507974195,0.013087344123050527,0.24350851111941862,4.383153200149535
nsb_affine_d4,u,pytorch,mlp_4x40_elu,elu,18,6,3,10,500,35.58672332763672,70.69192716810439,44.39585293633265,0.004749438382633406,0.2597290166886523,4.675122300395741
