case,n_matched_runs,gmean_error_ratio_pt_over_jax,gmean_time_ratio_pt_over_jax
diffusion_affine_d4,1008,0.9778364103980841,0.8051205064708822
diffusion_affine_d8,1008,0.9397147100136405,0.8185799727824694
diffusion_log_d4,1008,1.0187539753416608,0.7508940913560147
diffusion_log_d8,1008,0.9929201721940231,0.7907527565975343
